




##########################################################################################
#CLERIC SPELL ACCESS FOR RAINBOW Servant##################################################
##########################################################################################
Arcane Cleric Spell 3 (Affliction)	KEY:Arcane Cleric Spell ~ Affliction	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level3	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=3|Affliction	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=3
Arcane Domain Spell 2 (Cat's Grace)		KEY:Arcane Elf  Domain Spell ~ Cat's Grace			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Cat's Grace		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Cat's Grace)		KEY:Arcane Halfling  Domain Spell ~ Cat's Grace			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Cat's Grace		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Charm Person)		KEY:Arcane Fey  Domain Spell ~ Charm Person			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Charm Person		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Chill Metal)		KEY:Arcane Cold  Domain Spell ~ Chill Metal			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Chill Metal		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Chill Metal)		KEY:Arcane Cold OUTPUTNAME Domain Spell ~ Chill Metal			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Chill Metal		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (City Lights)		KEY:Arcane City  Domain Spell ~ City Lights			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|City Lights		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Clairaudience/Clairvoyance)		KEY:Arcane Drow  Domain Spell ~ Clairaudience/Clairvoyance			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Clairaudience/Clairvoyance		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Command Undead)		KEY:Arcane Necromancer  Domain Spell ~ Command Undead			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Command Undead		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Consecrate)		KEY:Arcane Celestial  Domain Spell ~ Consecrate			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Consecrate		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Consecrate)		KEY:Arcane Deathless  Domain Spell ~ Consecrate			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Consecrate		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Cure Moderate Wounds)		KEY:Arcane Healing  Domain Spell ~ Cure Moderate Wounds			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Cure Moderate Wounds		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Darkbolt)		KEY:Arcane Darkness  Domain Spell ~ Darkbolt			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Darkbolt		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Darkness)		KEY:Arcane Cavern  Domain Spell ~ Darkness			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Darkness		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Darkness)		KEY:Arcane Shadow  Domain Spell ~ Darkness			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Darkness		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Death Knell)		KEY:Arcane Death  Domain Spell ~ Death Knell			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Death Knell		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Death Knell)		KEY:Arcane Dragon Below  Domain Spell ~ Death Knell			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Death Knell		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Death Knell)		KEY:Arcane Gluttony  Domain Spell ~ Death Knell			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Death Knell		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Death Knell)		KEY:Arcane Necromancy  Domain Spell ~ Death Knell			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Death Knell		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Deific Vengeance)		KEY:Arcane Purification  Domain Spell ~ Deific Vengeance			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Deific Vengeance		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Delay Poison)		KEY:Arcane Feast  Domain Spell ~ Delay Poison			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Delay Poison		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Demoncall)		KEY:Arcane Demonic  Domain Spell ~ Demoncall			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Demoncall		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Desecrate)		KEY:Arcane Evil  Domain Spell ~ Desecrate			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Desecrate		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Desiccate)		KEY:Arcane Thirst  Domain Spell ~ Desiccate			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Desiccate		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Detect Thoughts)		KEY:Arcane Knowledge  Domain Spell ~ Detect Thoughts			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Detect Thoughts		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Detect Thoughts)		KEY:Arcane Mentalism  Domain Spell ~ Detect Thoughts			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Detect Thoughts		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Detect Thoughts)		KEY:Arcane Mind  Domain Spell ~ Detect Thoughts			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Detect Thoughts		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Devil's Eye)		KEY:Arcane Diabolic  Domain Spell ~ Devil's Eye			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Devil's Eye		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Eagle's Splendor)		KEY:Arcane Pride  Domain Spell ~ Eagle's Splendor			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Eagle's Splendor		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Eagle's Splendor)		KEY:Arcane Treachery  Domain Spell ~ Eagle's Splendor			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Eagle's Splendor		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Elation)		KEY:Arcane Joy  Domain Spell ~ Elation			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Elation		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Enthrall)		KEY:Arcane Domination  Domain Spell ~ Enthrall			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Enthrall		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Enthrall)		KEY:Arcane Herald  Domain Spell ~ Enthrall			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Enthrall		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Enthrall)		KEY:Arcane Nobility  Domain Spell ~ Enthrall			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Enthrall		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Enthrall)		KEY:Arcane Tyranny  Domain Spell ~ Enthrall			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Enthrall		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Entice Gift)		KEY:Arcane Greed  Domain Spell ~ Entice Gift			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Entice Gift		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Gembomb)		KEY:Arcane Gnome  Domain Spell ~ Gembomb			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Gembomb		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Gembomb)		KEY:Arcane Trade  Domain Spell ~ Gembomb			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Gembomb		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Gentle Repose)		KEY:Arcane Repose  Domain Spell ~ Gentle Repose			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Gentle Repose		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Gentle Repose)		KEY:Arcane Time  Domain Spell ~ Gentle Repose			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Gentle Repose		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Ghoul Glyph)		KEY:Arcane Hunger  Domain Spell ~ Ghoul Glyph			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Ghoul Glyph		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Glorious Raiment)		KEY:Arcane Glory  Domain Spell ~ Glorious Raiment			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Glorious Raiment		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Gust of Wind)		KEY:Arcane Storm  Domain Spell ~ Gust of Wind			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Gust of Wind		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Heat Metal)		KEY:Arcane Forge  Domain Spell ~ Heat Metal			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Heat Metal		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Heat Metal)		KEY:Arcane Metal  Domain Spell ~ Heat Metal			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Heat Metal		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Heat Metal)		KEY:Arcane Sun  Domain Spell ~ Heat Metal			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Heat Metal		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Hideous Laughter)		KEY:Arcane Passion  Domain Spell ~ Hideous Laughter			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Hideous Laughter		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Hold Animal)		KEY:Arcane Animal  Domain Spell ~ Hold Animal			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Hold Animal		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Hold Person or Ghost)		KEY:Arcane Ghost  Domain Spell ~ Hold Person or Ghost			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Hold Person or Ghost		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Identify)		KEY:Arcane Magic  Domain Spell ~ Identify			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Identify		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Invisibility)		KEY:Arcane Lust  Domain Spell ~ Invisibility			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Invisibility		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Invisibility)		KEY:Arcane Trickery  Domain Spell ~ Invisibility			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Invisibility		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Lastai's Caress)		KEY:Arcane Pleasure  Domain Spell ~ Lastai's Caress			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Lastai's Caress		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Locate Object)		KEY:Arcane Travel  Domain Spell ~ Locate Object			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Locate Object		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Magic Circle against Evil)		KEY:Arcane Exorcism  Domain Spell ~ Magic Circle against Evil			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Magic Circle against Evil		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Magic Missile)		KEY:Arcane Force  Domain Spell ~ Magic Missile			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Magic Missile		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Minor Image)		KEY:Arcane Creation  Domain Spell ~ Minor Image			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Minor Image		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Minor Image)		KEY:Arcane Illusion  Domain Spell ~ Minor Image			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Minor Image		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Moonbeam)		KEY:Arcane Moon  Domain Spell ~ Moonbeam			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Moonbeam		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Owl's Wisdom)		KEY:Arcane Meditation  Domain Spell ~ Owl's Wisdom			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Owl's Wisdom		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Produce Flame)		KEY:Arcane Fire  Domain Spell ~ Produce Flame			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Produce Flame		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Produce Flame)		KEY:Arcane Orc  Domain Spell ~ Produce Flame			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Produce Flame		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Rage)		KEY:Arcane Spite SOURCELONG Domain Spell ~ Rage			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Rage		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Ray of Enfeeblement)		KEY:Arcane Decay  Domain Spell ~ Ray of Enfeeblement			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Ray of Enfeeblement		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Ray of Enfeeblement)		KEY:Arcane Envy  Domain Spell ~ Ray of Enfeeblement			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Ray of Enfeeblement		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Remove Paralysis)		KEY:Arcane Liberation  Domain Spell ~ Remove Paralysis			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Remove Paralysis		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Resist Energy)		KEY:Arcane Dragon  Domain Spell ~ Resist Energy			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Resist Energy		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Restoration (Lesser))		KEY:Arcane Life  Domain Spell ~ Restoration (Lesser)			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Restoration (Lesser)		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Restoration (Lesser))		KEY:Arcane Renewal  Domain Spell ~ Restoration (Lesser)			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Restoration (Lesser)		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Sadism)		KEY:Arcane Pain  Domain Spell ~ Sadism			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Sadism		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Scare)		KEY:Arcane Hatred  Domain Spell ~ Scare			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Scare		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Secret Page)		KEY:Arcane Rune  Domain Spell ~ Secret Page			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Secret Page		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Shatter)		KEY:Arcane Chaos  Domain Spell ~ Shatter			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Shatter		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Shatter)		KEY:Arcane Destruction  Domain Spell ~ Shatter			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Shatter		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Shield Other)		KEY:Arcane Community  Domain Spell ~ Shield Other			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Shield Other		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Shield Other)		KEY:Arcane Family  Domain Spell ~ Shield Other			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Shield Other		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Shield Other)		KEY:Arcane Pact  Domain Spell ~ Shield Other			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Shield Other		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Shield Other)		KEY:Arcane Protection  Domain Spell ~ Shield Other			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Shield Other		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Silence)		KEY:Arcane Spell  Domain Spell ~ Silence			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Silence		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Soften Earth and Stone)		KEY:Arcane Earth  Domain Spell ~ Soften Earth and Stone			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Soften Earth and Stone		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Soul Boon)		KEY:Arcane Incarnum  Domain Spell ~ Soul Boon			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Soul Boon		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
